                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                  1.155,                 1.1195,                 1.4893,                0.80171,                0.72476,                0.79765,                0.47742,                 1.3009,                 1.0573,                 1.6014,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.1556,                 1.1088,                 1.4892,                0.80065,                0.72952,                0.80007,                0.47795,                 1.2999,                  1.055,                 1.5971,               0.007624,               0.007624,               0.007624
                     51,                 1.1491,                 1.1051,                 1.4812,                0.81221,                0.73167,                 0.8039,                0.48356,                 1.2849,                 1.0406,                 1.5818,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.1441,                 1.0915,                 1.4753,                0.83025,                0.72743,                0.81008,                0.49259,                 1.2701,                 1.0247,                 1.5673,               0.007525,               0.007525,               0.007525
                     53,                 1.1461,                 1.0953,                 1.4705,                0.82624,                0.72788,                0.81066,                0.49347,                 1.2654,                 1.0221,                 1.5627,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.1341,                 1.0879,                 1.4639,                 0.8329,                0.72521,                0.81142,                0.49633,                  1.262,                 1.0236,                 1.5598,               0.007426,               0.007426,               0.007426
                     55,                 1.1261,                  1.067,                 1.4588,                0.84179,                0.72335,                0.81272,                 0.4982,                 1.2619,                 1.0111,                 1.5618,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.1256,                 1.0721,                 1.4574,                0.83141,                0.73416,                0.81645,                0.50213,                 1.2542,                0.99822,                  1.556,               0.007327,               0.007327,               0.007327
                     57,                 1.1252,                 1.0631,                 1.4576,                0.82941,                  0.739,                0.81876,                0.50464,                 1.2494,                 0.9879,                 1.5497,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.1149,                 1.0626,                 1.4445,                 0.8357,                 0.7446,                0.82092,                0.50931,                 1.2521,                0.98482,                 1.5478,               0.007228,               0.007228,               0.007228
                     59,                 1.1081,                 1.0468,                 1.4405,                0.82787,                0.75139,                0.82496,                0.51516,                 1.2377,                0.98087,                  1.537,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.1073,                 1.0441,                 1.4343,                0.83628,                0.74928,                0.82435,                0.51559,                 1.2334,                0.98011,                 1.5326,               0.007129,               0.007129,               0.007129
                     61,                 1.1098,                  1.048,                  1.443,                0.84166,                0.75128,                0.82612,                0.51727,                 1.2297,                0.97202,                 1.5287,              0.0070795,              0.0070795,              0.0070795
                     62,                 1.0988,                 1.0235,                 1.4283,                0.83585,                0.76145,                0.83236,                0.51968,                 1.2257,                0.96087,                 1.5281,                0.00703,                0.00703,                0.00703
                     63,                 1.0912,                 1.0274,                 1.4299,                0.83273,                 0.7622,                0.83323,                 0.5236,                 1.2174,                 0.9543,                  1.523,              0.0069805,              0.0069805,              0.0069805
